id,title,text,level1_family,subtype,key_clues,numbers_present,integrality_implied,source_url,bin_capacity,capacity,num_constraints,num_customers,num_facilities,num_items,num_jobs,num_machines,num_sinks,num_sources,size,source_type
flowshop/orlib/012,Flow Shop Instance orlib-12,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 5 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,5,,,,
flowshop/orlib/013,Flow Shop Instance orlib-13,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 5 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,5,,,,
flowshop/orlib/014,Flow Shop Instance orlib-14,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,10,,,,
flowshop/orlib/015,Flow Shop Instance orlib-15,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,10,,,,
flowshop/orlib/016,Flow Shop Instance orlib-16,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,10,,,,
flowshop/orlib/017,Flow Shop Instance orlib-17,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 15 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,15,,,,
flowshop/orlib/018,Flow Shop Instance orlib-18,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 15 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,15,,,,
flowshop/orlib/019,Flow Shop Instance orlib-19,"A flow shop scheduling problem where all 20 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 15 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,20,15,,,,
flowshop/orlib/020,Flow Shop Instance orlib-20,"A flow shop scheduling problem where all 30 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,30,10,,,,
flowshop/orlib/021,Flow Shop Instance orlib-21,"A flow shop scheduling problem where all 30 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,30,10,,,,
flowshop/orlib/022,Flow Shop Instance orlib-22,"A flow shop scheduling problem where all 30 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,30,10,,,,
flowshop/orlib/023,Flow Shop Instance orlib-23,"A flow shop scheduling problem where all 30 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 15 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,30,15,,,,
flowshop/orlib/024,Flow Shop Instance orlib-24,"A flow shop scheduling problem where all 30 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 15 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,30,15,,,,
flowshop/orlib/025,Flow Shop Instance orlib-25,"A flow shop scheduling problem where all 30 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 15 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,30,15,,,,
flowshop/orlib/026,Flow Shop Instance orlib-26,"A flow shop scheduling problem where all 50 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,50,10,,,,
flowshop/orlib/027,Flow Shop Instance orlib-27,"A flow shop scheduling problem where all 50 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,50,10,,,,
flowshop/orlib/028,Flow Shop Instance orlib-28,"A flow shop scheduling problem where all 50 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 10 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,50,10,,,,
flowshop/orlib/029,Flow Shop Instance orlib-29,"A flow shop scheduling problem where all 75 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 20 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,75,20,,,,
flowshop/orlib/030,Flow Shop Instance orlib-30,"A flow shop scheduling problem where all 75 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 20 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,75,20,,,,
flowshop/orlib/031,Flow Shop Instance orlib-31,"A flow shop scheduling problem where all 75 jobs follow the same machine sequence. Every job must be processed on machine 1, then machine 2, up to machine 20 in that order. No job can skip a machine. Example routes: . Minimize total completion time.",scheduling,flow_shop,same_sequence all_jobs fixed_order through_all_machines,yes,yes,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/flowshopinfo.html,,,,,,,75,20,,,,
sched/single_stage/syn001,Single-Stage Scheduling Synthetic 1,"We have 5 orders to process using 3 machines. Each order needs one operation. Order A takes 19 minutes, Order B takes 40 minutes. Which machine handles which order?",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,5,3,,,,
sched/single_stage/syn002,Single-Stage Scheduling Synthetic 2,"Parallel machine problem: 10 independent jobs on 3 identical machines. Single operation per job. Examples: J1=14, J2=60, J3=39. Minimize Cmax.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,10,3,,,,
sched/single_stage/syn003,Single-Stage Scheduling Synthetic 3,"Parallel machine problem: 5 independent jobs on 2 identical machines. Single operation per job. Examples: J1=13, J2=50, J3=21. Minimize Cmax.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,5,2,,,,
sched/single_stage/syn004,Single-Stage Scheduling Synthetic 4,"10 jobs, 2 machines. Each job: one operation. Minimize makespan. Job1=41min, Job2=22min, Job3=59min.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,10,2,,,,
sched/single_stage/syn005,Single-Stage Scheduling Synthetic 5,"We have 10 orders to process using 3 machines. Each order needs one operation. Order A takes 26 minutes, Order B takes 30 minutes. Which machine handles which order?",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,10,3,,,,
sched/single_stage/syn006,Single-Stage Scheduling Synthetic 6,"A manufacturing facility operates 5 parallel production lines for processing 20 customer orders. Each order requires a single machining operation and can be assigned to any available line. Processing times vary: Order-1 requires 14 minutes, Order-2 needs 40 minutes, Order-3 takes 36 minutes. Determine the optimal assignment to minimize total completion time.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,20,5,,,,
sched/single_stage/syn007,Single-Stage Scheduling Synthetic 7,"A manufacturing facility operates 3 parallel production lines for processing 25 customer orders. Each order requires a single machining operation and can be assigned to any available line. Processing times vary: Order-1 requires 12 minutes, Order-2 needs 41 minutes, Order-3 takes 23 minutes. Determine the optimal assignment to minimize total completion time.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,25,3,,,,
sched/single_stage/syn008,Single-Stage Scheduling Synthetic 8,"Consider a single-stage scheduling environment with 15 tasks and 3 unrelated parallel processors. Task execution requires exactly one operation with machine-dependent processing times. Representative tasks: τ₁(22), τ₂(31), τ₃(62) time units. Objective: minimize makespan.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,15,3,,,,
sched/single_stage/syn009,Single-Stage Scheduling Synthetic 9,"Consider a single-stage scheduling environment with 15 tasks and 4 unrelated parallel processors. Task execution requires exactly one operation with machine-dependent processing times. Representative tasks: τ₁(46), τ₂(24), τ₃(61) time units. Objective: minimize makespan.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,15,4,,,,
sched/single_stage/syn010,Single-Stage Scheduling Synthetic 10,"Consider a single-stage scheduling environment with 15 tasks and 4 unrelated parallel processors. Task execution requires exactly one operation with machine-dependent processing times. Representative tasks: τ₁(49), τ₂(57), τ₃(57) time units. Objective: minimize makespan.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,15,4,,,,
sched/single_stage/syn011,Single-Stage Scheduling Synthetic 11,"The logistics team at a warehouse must schedule 25 shipment packages across 4 packing stations. Each package goes through one packing step and workers can choose any available station. Package processing: first package 11min, second 39min, third 29min. How should packages be distributed to finish earliest?",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,25,4,,,,
sched/single_stage/syn012,Single-Stage Scheduling Synthetic 12,"TechPrint Solutions operates a digital printing facility with 15 high-speed printers that can handle various job types. Today they received 100 urgent print jobs from different clients. Each print job consists of a single print run and can be processed on any of the available printers since they're all identical models. The print jobs have different page counts and complexity levels, resulting in varied processing times. For instance, the first job (a corporate brochure) will take approximately 20 minutes, the second job (marketing flyers) needs about 32 minutes, and the third job (a technical manual) requires 30 minutes to complete. The production manager needs to decide which printer should handle which job to ensure all jobs finish as quickly as possible. This is a classic parallel machine scheduling problem where the goal is to minimize the makespan - the time when the last job finishes processing.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,100,15,,,,
sched/single_stage/syn013,Single-Stage Scheduling Synthetic 13,"TechPrint Solutions operates a digital printing facility with 6 high-speed printers that can handle various job types. Today they received 60 urgent print jobs from different clients. Each print job consists of a single print run and can be processed on any of the available printers since they're all identical models. The print jobs have different page counts and complexity levels, resulting in varied processing times. For instance, the first job (a corporate brochure) will take approximately 15 minutes, the second job (marketing flyers) needs about 17 minutes, and the third job (a technical manual) requires 38 minutes to complete. The production manager needs to decide which printer should handle which job to ensure all jobs finish as quickly as possible. This is a classic parallel machine scheduling problem where the goal is to minimize the makespan - the time when the last job finishes processing.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,60,6,,,,
sched/single_stage/syn014,Single-Stage Scheduling Synthetic 14,"In our computational study, we examine a scheduling scenario common in semiconductor manufacturing. A fabrication facility has 15 identical photolithography machines available for processing 40 wafer lots. Each wafer lot undergoes one photolithography step before moving to the next stage. The flexibility of the system allows any lot to be processed on any machine, creating a parallel machine environment. Processing times are determined by wafer size and pattern complexity. Sample lots: Lot A requires 16 minutes (200mm wafers, simple pattern), Lot B needs 28 minutes (300mm wafers, medium complexity), Lot C takes 35 minutes (300mm wafers, advanced features). We seek an allocation strategy that minimizes the maximum completion time across all machines.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,40,15,,,,
sched/single_stage/syn015,Single-Stage Scheduling Synthetic 15,"In our computational study, we examine a scheduling scenario common in semiconductor manufacturing. A fabrication facility has 10 identical photolithography machines available for processing 50 wafer lots. Each wafer lot undergoes one photolithography step before moving to the next stage. The flexibility of the system allows any lot to be processed on any machine, creating a parallel machine environment. Processing times are determined by wafer size and pattern complexity. Sample lots: Lot A requires 17 minutes (200mm wafers, simple pattern), Lot B needs 43 minutes (300mm wafers, medium complexity), Lot C takes 53 minutes (300mm wafers, advanced features). We seek an allocation strategy that minimizes the maximum completion time across all machines.",scheduling,single_stage_scheduling,one_operation parallel_machines choose_machine single_stage,yes,yes,synthetic_generated,,,,,,,50,10,,,,
transport/synthetic/syn001,Transportation Synthetic 1,"2 plants, 2 customers. Plant A: 154 units. Customer X needs 155 units. Cost: $5/unit. Minimize total cost.",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,2,2,,
transport/synthetic/syn002,Transportation Synthetic 2,"2 plants, 3 customers. Plant A: 410 units. Customer X needs 234 units. Cost: $8/unit. Minimize total cost.",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,3,2,,
transport/synthetic/syn003,Transportation Synthetic 3,"GlobalTech manufactures laptops at 2 factories: Singapore (capacity 287 units/month) and Mexico (capacity 331 units/month). They serve 4 distribution hubs: USA hub (demand 147 units), Europe hub (demand 213 units). Shipping costs per unit: Singapore→USA $4, Singapore→Europe $8, Mexico→USA $6, Mexico→Europe $12. What shipping plan minimizes total logistics costs?",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,4,2,,
transport/synthetic/syn004,Transportation Synthetic 4,"GlobalTech manufactures laptops at 2 factories: Singapore (capacity 129 units/month) and Mexico (capacity 333 units/month). They serve 3 distribution hubs: USA hub (demand 149 units), Europe hub (demand 147 units). Shipping costs per unit: Singapore→USA $10, Singapore→Europe $10, Mexico→USA $2, Mexico→Europe $7. What shipping plan minimizes total logistics costs?",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,3,2,,
transport/synthetic/syn005,Transportation Synthetic 5,"A beverage distribution company operates 2 regional warehouses supplying 4 retail chains. Warehouse Alpha can supply up to 178 pallets weekly, while warehouse Beta handles 336 pallets. Retail chain North requires 165 pallets, South needs 195 pallets. Transportation costs: Alpha→North $10/pallet, Alpha→South $5/pallet. Determine shipment quantities to minimize total distribution cost.",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,4,2,,
transport/synthetic/syn006,Transportation Synthetic 6,"A beverage distribution company operates 2 regional warehouses supplying 4 retail chains. Warehouse Alpha can supply up to 445 pallets weekly, while warehouse Beta handles 346 pallets. Retail chain North requires 100 pallets, South needs 300 pallets. Transportation costs: Alpha→North $6/pallet, Alpha→South $11/pallet. Determine shipment quantities to minimize total distribution cost.",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,4,2,,
transport/synthetic/syn007,Transportation Synthetic 7,"EuroSteel AG is a major steel producer with manufacturing plants in two locations: the Ruhr Valley plant in Germany with a monthly production capacity of 460 tonnes, and the Sheffield plant in the UK capable of producing 307 tonnes per month. The company supplies steel to three major construction projects across Europe. Project A in Amsterdam requires 228 tonnes monthly for a new bridge construction, Project B in Paris needs 201 tonnes for a high-rise development, and Project C in Brussels demands 197 tonnes for infrastructure renewal. Transportation costs vary significantly based on distance and logistics infrastructure: shipping from Ruhr Valley to Amsterdam costs €6 per tonne, to Paris €6 per tonne, to Brussels €3 per tonne; while from Sheffield, costs are €15 to Amsterdam, €9 to Paris, and €4 to Brussels. The logistics director must determine the optimal shipping quantities from each plant to each project to minimize total transportation expenditure while meeting all project demands and respecting plant capacities.",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,5,3,,
transport/synthetic/syn008,Transportation Synthetic 8,"EuroSteel AG is a major steel producer with manufacturing plants in two locations: the Ruhr Valley plant in Germany with a monthly production capacity of 149 tonnes, and the Sheffield plant in the UK capable of producing 319 tonnes per month. The company supplies steel to three major construction projects across Europe. Project A in Amsterdam requires 212 tonnes monthly for a new bridge construction, Project B in Paris needs 209 tonnes for a high-rise development, and Project C in Brussels demands 148 tonnes for infrastructure renewal. Transportation costs vary significantly based on distance and logistics infrastructure: shipping from Ruhr Valley to Amsterdam costs €9 per tonne, to Paris €12 per tonne, to Brussels €6 per tonne; while from Sheffield, costs are €14 to Amsterdam, €7 to Paris, and €9 to Brussels. The logistics director must determine the optimal shipping quantities from each plant to each project to minimize total transportation expenditure while meeting all project demands and respecting plant capacities.",transportation,transportation,ship transport sources sinks supply demand cost minimize,yes,no,synthetic_generated,,,,,,,,,3,2,,
assignment/synthetic/001,Assignment Problem Synthetic 1,"60 workers, 60 tasks. One-to-one assignment. Cost matrix given. Minimize total cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,60,
assignment/synthetic/002,Assignment Problem Synthetic 2,"10 workers, 10 tasks. One-to-one assignment. Cost matrix given. Minimize total cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,10,
assignment/synthetic/003,Assignment Problem Synthetic 3,Assignment problem: 30×30. Each worker→one task. Find min-cost matching.,assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,30,
assignment/synthetic/004,Assignment Problem Synthetic 4,"80 workers, 80 tasks. One-to-one assignment. Cost matrix given. Minimize total cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,80,
assignment/synthetic/005,Assignment Problem Synthetic 5,"10 workers, 10 tasks. One-to-one assignment. Cost matrix given. Minimize total cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,10,
assignment/synthetic/006,Assignment Problem Synthetic 6,100 machines must be assigned to 100 jobs. Each machine-job pair has a processing cost. Find the one-to-one assignment that minimizes total processing cost. This is a linear assignment problem.,assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,100,
assignment/synthetic/007,Assignment Problem Synthetic 7,50 machines must be assigned to 50 jobs. Each machine-job pair has a processing cost. Find the one-to-one assignment that minimizes total processing cost. This is a linear assignment problem.,assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,50,
assignment/synthetic/008,Assignment Problem Synthetic 8,"A company has 25 employees to assign to 25 projects. Each employee has different skill levels for different projects, resulting in varying costs. Assign each employee to exactly one project (and each project to one employee) to minimize total cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,25,
assignment/synthetic/009,Assignment Problem Synthetic 9,"A company has 60 employees to assign to 60 projects. Each employee has different skill levels for different projects, resulting in varying costs. Assign each employee to exactly one project (and each project to one employee) to minimize total cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,60,
assignment/synthetic/010,Assignment Problem Synthetic 10,30 machines must be assigned to 30 jobs. Each machine-job pair has a processing cost. Find the one-to-one assignment that minimizes total processing cost. This is a linear assignment problem.,assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,30,
assignment/synthetic/011,Assignment Problem Synthetic 11,25 machines must be assigned to 25 jobs. Each machine-job pair has a processing cost. Find the one-to-one assignment that minimizes total processing cost. This is a linear assignment problem.,assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,25,
assignment/synthetic/012,Assignment Problem Synthetic 12,"A company has 20 employees to assign to 20 projects. Each employee has different skill levels for different projects, resulting in varying costs. Assign each employee to exactly one project (and each project to one employee) to minimize total cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,20,
assignment/synthetic/013,Assignment Problem Synthetic 13,"A logistics company operates a fleet of 60 delivery vehicles that need to be assigned to 60 delivery routes for tomorrow. Each vehicle has different fuel efficiency and maintenance costs on different routes due to vehicle age, route terrain, and distance. The assignment must be bijective: each vehicle handles exactly one route, and each route is served by exactly one vehicle. Assignment costs range from $72 to $795. What assignment minimizes the company's total operational cost?",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,60,
assignment/synthetic/014,Assignment Problem Synthetic 14,"A logistics company operates a fleet of 50 delivery vehicles that need to be assigned to 50 delivery routes for tomorrow. Each vehicle has different fuel efficiency and maintenance costs on different routes due to vehicle age, route terrain, and distance. The assignment must be bijective: each vehicle handles exactly one route, and each route is served by exactly one vehicle. Assignment costs range from $127 to $845. What assignment minimizes the company's total operational cost?",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,50,
assignment/synthetic/015,Assignment Problem Synthetic 15,"The HR department needs to assign 40 new employees to 40 available positions across different departments. Each employee has undergone skills assessment for each position, and the assignment cost represents training time and productivity loss. Position 1 (Software Developer): Employee A costs $156, Employee B costs $241, Employee C costs $212... Each employee must be assigned to exactly one position, and each position must be filled by exactly one employee. Determine the optimal assignment to minimize total onboarding cost.",assignment,assignment,assign workers tasks matching one_to_one bipartite cost,yes,yes,synthetic_generated,,,,,,,,,,,40,
knapsack/synthetic/001,Knapsack Problem Synthetic 1,"40 items, knapsack capacity 5000. 0-1 knapsack. Maximize total value.",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,5000,,,,40,,,,,,
knapsack/synthetic/002,Knapsack Problem Synthetic 2,"Knapsack capacity: 200kg. 30 items. Item weights: 6kg, 7kg, 14kg... Values: $138, $139, $24... Max value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,200,,,,30,,,,,,
knapsack/synthetic/003,Knapsack Problem Synthetic 3,"Knapsack capacity: 50kg. 40 items. Item weights: 28kg, 23kg, 43kg... Values: $71, $63, $68... Max value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,50,,,,40,,,,,,
knapsack/synthetic/004,Knapsack Problem Synthetic 4,"Knapsack capacity: 200kg. 25 items. Item weights: 38kg, 5kg, 39kg... Values: $140, $114, $161... Max value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,200,,,,25,,,,,,
knapsack/synthetic/005,Knapsack Problem Synthetic 5,"Knapsack capacity: 500kg. 15 items. Item weights: 17kg, 14kg, 12kg... Values: $128, $194, $53... Max value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,500,,,,15,,,,,,
knapsack/synthetic/006,Knapsack Problem Synthetic 6,"Knapsack capacity: 100kg. 20 items. Item weights: 50kg, 26kg, 24kg... Values: $170, $167, $140... Max value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,100,,,,20,,,,,,
knapsack/synthetic/007,Knapsack Problem Synthetic 7,Select items for a 50-unit capacity knapsack from 40 available items. Weights range from 6 to 32 units. Values range from $47 to $469. This is a 0-1 knapsack problem: maximize value subject to capacity constraint.,knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,50,,,,40,,,,,,
knapsack/synthetic/008,Knapsack Problem Synthetic 8,Select items for a 200-unit capacity knapsack from 100 available items. Weights range from 10 to 45 units. Values range from $34 to $419. This is a 0-1 knapsack problem: maximize value subject to capacity constraint.,knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,200,,,,100,,,,,,
knapsack/synthetic/009,Knapsack Problem Synthetic 9,"A backpack has capacity 5000 liters. You have 25 items to potentially pack. Item 1: 12L, value $164. Item 2: 23L, value $75. Item 3: 12L, value $25. Each item can be taken at most once. Which items maximize total value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,5000,,,,25,,,,,,
knapsack/synthetic/010,Knapsack Problem Synthetic 10,Select items for a 500-unit capacity knapsack from 25 available items. Weights range from 19 to 90 units. Values range from $47 to $232. This is a 0-1 knapsack problem: maximize value subject to capacity constraint.,knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,500,,,,25,,,,,,
knapsack/synthetic/011,Knapsack Problem Synthetic 11,"A backpack has capacity 50 liters. You have 40 items to potentially pack. Item 1: 31L, value $112. Item 2: 33L, value $91. Item 3: 33L, value $28. Each item can be taken at most once. Which items maximize total value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,50,,,,40,,,,,,
knapsack/synthetic/012,Knapsack Problem Synthetic 12,"A backpack has capacity 5000 liters. You have 40 items to potentially pack. Item 1: 18L, value $137. Item 2: 27L, value $90. Item 3: 21L, value $195. Each item can be taken at most once. Which items maximize total value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,5000,,,,40,,,,,,
knapsack/synthetic/013,Knapsack Problem Synthetic 13,"A backpack has capacity 5000 liters. You have 20 items to potentially pack. Item 1: 11L, value $143. Item 2: 6L, value $51. Item 3: 42L, value $189. Each item can be taken at most once. Which items maximize total value?",knapsack,knapsack,select items capacity weight value maximize pack,yes,yes,synthetic_generated,,5000,,,,20,,,,,,
